OTU,OTU.code,kingdom,phylum,class,order,family,genus,species,Guild,Taxon_Level,Trophic_Mode,Growth_Morphology,Trait,Confidence_Ranking,Category.In.This.Study,Nreads.TES,Nreads.TOMA,Nreads.YKS,Nreads.SGD,Nreads.YSD,Nreads.YAKU,Nreads.YONA,Nreads.IRI,Nreads.North,Nreads.South,Nreads.All,betweenness.ALL,degree.ALL,closeness.ALL,eigenvector.centrality.ALL,degree.North,closeness.North,eigenvector.centrality.North,betweenness.North,degree.South,closeness.South,eigenvector.centrality.South,betweenness.South,betweenness.local.mean.ALL,betweenness.local.mean.North,betweenness.local.mean.South,degree.TES,betweenness.TES,eigenvector.centrality.TES,closeness.TES,degree.TOMA,betweenness.TOMA,eigenvector.centrality.TOMA,closeness.TOMA,degree.YKS,betweenness.YKS,eigenvector.centrality.YKS,closeness.YKS,degree.SGD,betweenness.SGD,eigenvector.centrality.SGD,closeness.SGD,degree.YSD,betweenness.YSD,eigenvector.centrality.YSD,closeness.YSD,degree.YAKU,betweenness.YAKU,eigenvector.centrality.YAKU,closeness.YAKU,degree.YONA,betweenness.YONA,eigenvector.centrality.YONA,closeness.YONA,degree.IRI,betweenness.IRI,eigenvector.centrality.IRI,closeness.IRI,dprime.TES,dprime.TOMA,dprime.YKS,dprime.SGD,dprime.YSD,dprime.YAKU,dprime.YONA,dprime.IRI,betweenness.weighted.ALL,betweenness.weighted.North,betweenness.weighted.South,betweenness.weighted.TES,betweenness.weighted.TOMA,betweenness.weighted.YKS,betweenness.weighted.SGD,betweenness.weighted.YSD,betweenness.weighted.YAKU,betweenness.weighted.YONA,betweenness.weighted.IRI,Category.col,betweenness.weighted.local.mean.ALL,betweenness.weighted.local.mean.North,betweenness.weighted.local.mean.South
F_0030,1106:15563:27203__T604__S_0843,Fungi,Basidiomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,4166,0,2228,1295,0,7689,7689,0.086902254,0.137931034,0.485232068,0.078104077,NA,NA,NA,NA,0.258503401,0.581497797,0.2,0.230392357,0.3528835,NA,0.3528835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.669480599,0.913220303,0.879053317,NA,NA,NA,NA,0.416666667,0.349089592,0.675057905,0.763546503,0.090909091,0.040080308,0.149907129,0.352017667,NA,NA,NA,NA,0.025588249,NA,0.07950199,0.128812809,0.107000182,NA,0.192906606,NA,NA,NA,NA,0.215948108,NA,0.253673227,0.121534043,grey60,0.197051793,NA,0.197051793
F_0031,2107:11160:6977__T593__S_0065,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,7582,0,0,31,0,0,0,0,7613,0,7613,0.011653311,0.181488203,0.371308017,0.121343886,0.296735905,0.468634686,0.111111111,0.091727505,NA,NA,NA,NA,0.299469771,0.299469771,NA,0.722222222,0.586664677,0.920130924,0.933247788,NA,NA,NA,NA,NA,NA,NA,NA,0.043478261,0.012274865,0.343994996,0.431309756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06313357,NA,NA,0.03649511,NA,NA,NA,NA,0.006437675,0.033318603,NA,0.036638672,NA,NA,0,NA,NA,NA,NA,grey60,0.018319336,0.018319336,NA
F_0032,2104:15475:22025__T604__S_0360,Fungi,Basidiomycota,Agaricomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,6574,0,1023,0,7597,7597,0.013382798,0.029038113,0.371308017,0.003616148,NA,NA,NA,NA,0.054421769,0.36123348,0,0.033900692,0.137183216,NA,0.137183216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315789474,0.261903684,0.45709825,0.631799184,NA,NA,NA,NA,0.060606061,0.012462748,0.142639076,0.320951324,NA,NA,NA,NA,NA,0.19303427,NA,0.161870826,0.030762006,NA,0.051989171,NA,NA,NA,NA,NA,0.325844508,NA,0.00786668,grey60,0.166855594,NA,0.166855594
F_0033,2108:25908:14860__T604__S_0495,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,Agrocybe_erebia,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,5924,0,1308,0,0,0,0,7232,0,7232,0.003030949,0.036297641,0.316455696,0.03275416,0.059347181,0.328413284,0.055555556,0.024272848,NA,NA,NA,NA,0.083308657,0.083308657,NA,NA,NA,NA,NA,0.25,0.15489581,0.472860733,0.651062848,NA,NA,NA,NA,0.130434783,0.011721503,0.188161349,0.227846339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088496685,NA,0.191827998,NA,NA,NA,NA,0.00405226,0.021007879,NA,NA,0.006712065,NA,0.050671262,NA,NA,NA,NA,goldenrod1,0.028691664,0.028691664,NA
F_0034,1106:5608:11040__T593__S_0619,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_chaetospira,Undefined_Saprotroph,13,Saprotroph,Facultative_Yeast,NULL,Probable,Saprotroph,1693,3004,235,2233,0,0,0,0,7165,0,7165,0.104935535,0.393829401,0.523206751,0.347357852,0.643916914,0.963099631,0.333333333,0.794570004,NA,NA,NA,NA,0.497169246,0.497169246,NA,0.888888889,0.875399137,0.983760803,0.995947838,0.75,0.624810513,0.917442625,0.933860702,0.25,0.12519677,0.778380309,0.799655637,0.47826087,0.363270563,0.832757046,0.85272449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027736483,0.052771292,0.024604332,0.071803229,NA,NA,NA,NA,0.061470694,0.268240898,NA,0.137733429,0.158896937,0,0.090138845,NA,NA,NA,NA,goldenrod1,0.096692303,0.096692303,NA
F_0035,1102:18935:3721__T604__S_0108,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,6526,0,573,0,7099,7099,0.060387816,0.170598911,0.438818565,0.037109465,NA,NA,NA,NA,0.319727891,0.488986784,0.066666667,0.155301589,0.586939708,NA,0.586939708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.958076561,1,NA,NA,NA,NA,0.333333333,0.173879415,0.461436716,0.621108045,NA,NA,NA,NA,NA,0.051066123,NA,0.109234159,0.093042883,NA,0.166371672,NA,NA,NA,NA,NA,0.192311696,NA,0.400900927,grey60,0.296606312,NA,0.296606312
F_0036,2109:12722:20857__T604__S_1018,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,42,0,0,6946,0,6988,6988,0.019135299,0.039927405,0.345991561,0.002584985,NA,NA,NA,NA,0.074829932,0.317180617,0,0.044177483,0.116941131,NA,0.116941131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.086031517,0.11101944,NA,NA,NA,NA,NA,NA,NA,NA,0.393939394,0.233882261,0.435555284,0.62684247,NA,NA,NA,NA,0.123754786,NA,NA,0.16941335,0.069464212,NA,0.116584384,NA,NA,NA,NA,0,NA,NA,0.30875135,red,0.154375675,NA,0.154375675
F_0037,2101:18874:20051__T593__S_0695,Fungi,Basidiomycota,Agaricomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,1070,0,5904,0,0,0,0,6974,0,6974,0.012261785,0.034482759,0.345991561,0.019356715,0.056379822,0.405904059,0,0.071859773,NA,NA,NA,NA,0.171725389,0.171725389,NA,NA,NA,NA,NA,0.1875,0.195490459,0.428664188,0.629177993,NA,NA,NA,NA,0.260869565,0.147960319,0.557688546,0.666672867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175763158,NA,0.109263192,NA,NA,NA,NA,0.027623552,0.108531505,NA,NA,0.17919988,NA,0.107825521,NA,NA,NA,NA,grey60,0.143512701,0.143512701,NA
F_0038,1111:17139:9321__T593__S_1519,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,0,0,-,-,-,-,-,-,Others_Unknown,0,0,5341,0,1490,0,0,0,5341,1490,6831,0.009076439,0.058076225,0.388185654,0.182115228,0.071216617,0.343173432,0.166666667,0.004293464,0.023809524,0.242290749,0,0.002442593,0.139241075,0.197078489,0.081403661,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.197078489,0.804238451,0.814873509,NA,NA,NA,NA,0.266666667,0.081403661,0.383400874,0.437045077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024115053,NA,0.142030536,NA,NA,NA,0.004572795,0.000487551,0.003218283,NA,NA,0.028119458,NA,0.071777042,NA,NA,NA,grey60,0.04994825,0.028119458,0.071777042
F_0039,1106:22632:8587__T593__S_1362,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,Leptodontidium,0,Undefined_Endophyte,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Highly_Probable,Endophyte,0,0,6752,0,0,2,0,0,6752,2,6754,0.004885388,0.165154265,0.362869198,0.705446167,0.267062315,0.357933579,0.777777778,0.011724635,0,0.193832599,0,0,0.290067903,0.580135805,0,NA,NA,NA,NA,NA,NA,NA,NA,0.875,0.580135805,0.98761842,0.92054274,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.143254447,0.223893211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037528817,NA,NA,0.016604959,NA,NA,0.007497219,0.006425024,0,NA,NA,0.197230802,NA,NA,0,NA,NA,goldenrod1,0.098615401,0.197230802,0
F_0040,1103:20893:19896__T593__S_0875,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,0,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,0,61,262,5355,1006,0,6684,6684,0.178937366,0.386569873,0.58649789,0.115266633,NA,NA,NA,NA,0.724489796,0.81938326,0.733333333,0.442900517,0.438043105,NA,0.438043105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266666667,0.067344824,0.368744129,0.390668837,0.368421053,0.274408358,0.649901077,0.730943185,0.958333333,0.936533745,0.977228401,0.968110082,0.666666667,0.473885491,0.731136134,0.780087923,NA,NA,NA,NA,0.194273944,0.033436977,0.016064115,0.092419945,0.199355085,NA,0.334965036,NA,NA,NA,NA,0.05793888,0.502401126,0.083221273,0.225140633,blue,0.217175478,NA,0.217175478
F_0041,2107:14587:5137__T593__S_0766,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,4,2495,0,4062,0,0,0,0,6561,0,6561,0.002802651,0.063520871,0.337552743,0.063913203,0.103857567,0.376383764,0.055555556,0.022819325,NA,NA,NA,NA,0.018076104,0.018076104,NA,0,0,0.038958268,0.063868572,0.0625,0.041953447,0.330811333,0.55848612,NA,NA,NA,NA,0.043478261,0.012274865,0.343994996,0.431309756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246254907,0.203740809,NA,0.17290304,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,grey60,0,0,NA
F_0042,1107:13695:8073__T593__S_0643,Fungi,0,0,Mortierellales,Mortierellaceae,Mortierella,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,622,1455,622,753,2502,237,198,73,3452,3010,6462,1,1,1,1,1,1,0.777777778,1,0.724489796,0.81938326,0.533333333,0.568611113,0.59419011,0.736483418,0.451896802,0.722222222,0.87057842,0.926997033,0.970655548,0.9375,0.935183706,0.978764561,0.986414174,0.75,0.770388248,1,1,0.52173913,0.369783297,0.756498991,0.822690675,0.933333333,0.639271236,0.975556861,0.943467387,0.684210526,0.83933693,0.811831744,0.950199295,0.416666667,0.320251243,0.602484147,0.720227326,0.060606061,0.0087278,0.128118145,0.250028602,0.022361667,0.014711109,0.01325784,0.07723804,0.018397,0.063387028,0.091302683,0.104253554,0.35811314,0.17812297,0.128041175,0.070065811,0.103950765,0.021468297,0.12773599,0.00612782,0.094372635,0.154909916,0.033840676,goldenrod1,0.076558989,0.080805216,0.072312762
F_0043,1102:20023:17504__T604__S_0653,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,861,5185,0,401,0,0,0,0,6447,0,6447,0.012324574,0.056261343,0.375527426,0.053355585,0.091988131,0.479704797,0.055555556,0.093765854,NA,NA,NA,NA,0.108918839,0.108918839,NA,0.222222222,0.112104344,0.449672522,0.541313813,0.3125,0.19890249,0.498041236,0.672342438,NA,NA,NA,NA,0.086956522,0.015749683,0.188869307,0.264300672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061857833,0.072442753,NA,0.170274904,NA,NA,NA,NA,0.026275707,0.131989407,NA,0.054715749,0.068824545,NA,0.072233691,NA,NA,NA,NA,red,0.065257995,0.065257995,NA
F_0044,1103:11766:13321__T604__S_0203,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,0,5102,0,1293,0,6395,6395,0.008709797,0.032667877,0.35443038,0.006376337,NA,NA,NA,NA,0.06122449,0.330396476,0,0.021707549,0.108803249,NA,0.108803249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315789474,0.205932235,0.627573985,0.748857198,NA,NA,NA,NA,0.060606061,0.011674263,0.059328715,0.151529717,NA,NA,NA,NA,NA,0.092839923,NA,0.249327662,0.012390738,NA,0.020280135,NA,NA,NA,NA,NA,0.087602468,NA,0.028754948,red,0.058178708,NA,0.058178708
F_0045,1106:22459:14500__T593__S_0800,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,Leptodontidium,0,Undefined_Endophyte,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Highly_Probable,Endophyte,0,0,0,0,3592,17,2553,2,0,6164,6164,0.06489441,0.163339383,0.459915612,0.099854646,NA,NA,NA,NA,0.306122449,0.533039648,0.266666667,0.168929604,0.17882641,NA,0.17882641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333,0.245434093,0.832677249,0.780689757,0,0,0.054111536,0.116638244,0.458333333,0.469871548,0.791612221,0.892559092,0,0,0.00486427,0.038464625,NA,NA,NA,NA,0.070221797,0.144826617,0.019371302,0.48286164,0.022881966,NA,0.040221412,NA,NA,NA,NA,0.006169801,0,0.014010632,0,goldenrod1,0.005045108,NA,0.005045108
F_0046,1111:23131:20298__T593__S_0040,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,5987,0,0,0,0,0,0,3,5987,3,5990,0.007904138,0.065335753,0.337552743,0.042608605,0.103857567,0.361623616,0.055555556,0.019633638,0,0.136563877,0,0,0.151873721,0.303747442,0,0.388888889,0.303747442,0.733809964,0.813230247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.01954497,0.085808448,0.036993648,NA,NA,NA,NA,NA,NA,0.270332121,0.00519356,0,0,0,NA,NA,NA,NA,NA,NA,0,red,0,0,0
F_0047,1102:27653:20795__T593__S_1080,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,0,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,0,5,91,5511,307,0,5914,5914,0.066486817,0.324863884,0.506329114,0.105403339,NA,NA,NA,NA,0.608843537,0.629955947,0.666666667,0.16256068,0.245616444,NA,0.245616444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066666667,0.003198083,0.076650208,0.095208623,0.210526316,0.071386927,0.513258605,0.582530338,0.75,0.70410328,0.92515516,0.939736057,0.424242424,0.203777487,0.539379009,0.638424689,NA,NA,NA,NA,0.292943296,0.066984117,0.017577804,0.108413203,0.050666337,NA,0.085228803,NA,NA,NA,NA,0.007665818,0.059440454,0.014051932,0.104908287,blue,0.046516623,NA,0.046516623
F_0048,1106:17713:2317__T604__S_0976,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,0,0,0,5805,0,5805,5805,0.00184795,0.036297641,0.308016878,0.001257688,NA,NA,NA,NA,0.068027211,0.242290749,0,0.00419663,0.090844713,NA,0.090844713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242424242,0.090844713,0.292691383,0.471473676,NA,NA,NA,NA,NA,NA,NA,0.268091303,0.003165761,NA,0.004769992,NA,NA,NA,NA,NA,NA,NA,0.07590084,red,0.07590084,NA,0.07590084
F_0049,1102:5590:11072__T593__S_0035,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,0,Ectomycorrhizal-Orchid_Mycorrhizal-Root_Associated_Biotroph,13,Symbiotroph,NULL,NULL,Possible,Ectomycorrhizal,5721,0,0,0,0,0,0,0,5721,0,5721,0.003481219,0.090744102,0.333333333,0.064897763,0.148367953,0.372693727,0.055555556,0.026472791,NA,NA,NA,NA,0.457719557,0.457719557,NA,0.5,0.457719557,0.789247009,0.882689306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051813051,NA,NA,NA,NA,NA,NA,NA,0.000752824,0.00383514,NA,0.032345396,NA,NA,NA,NA,NA,NA,NA,red,0.032345396,0.032345396,NA
F_0050,1108:12983:21877__T593__S_0531,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,270,0,730,4605,0,0,0,0,5605,0,5605,0.008962137,0.041742287,0.388185654,0.046043061,0.068249258,0.512915129,0.055555556,0.074564685,NA,NA,NA,NA,0.045475504,0.045475504,NA,0.166666667,0.045352365,0.296987663,0.367008406,NA,NA,NA,NA,0,0,0.464896205,0.570692828,0.217391304,0.091074146,0.55296951,0.596170526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183081741,NA,0.035584435,0.085193634,NA,NA,NA,NA,0.008450933,0.045451188,NA,0.129704595,NA,0,0.006369299,NA,NA,NA,NA,red,0.045357965,0.045357965,NA
F_0051,1103:21464:21864__T593__S_0049,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,0,0,Ectomycorrhizal,9,Symbiotroph,"Agaricoid,_Corticioid,_Gasteroid,_Pleurotoid,_or_Secotioid",NULL,Probable,Ectomycorrhizal,5531,0,0,0,0,0,2,0,5531,2,5533,0.00871527,0.065335753,0.358649789,0.031018055,0.103857567,0.372693727,0.055555556,0.033443621,0,0.167400881,0,0,0.305496701,0.610993401,0,0.777777778,0.610993401,0.877942358,0.894778696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.076624089,0.145388475,NA,NA,NA,NA,0.057493793,NA,NA,NA,NA,NA,0.073542039,NA,0.013378059,0.013847234,0,0.113409896,NA,NA,NA,NA,NA,0,NA,red,0.056704948,0.113409896,0
F_0052,1109:20077:14109__T604__S_1466,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,5333,6,0,0,0,5339,5339,0.002684496,0.025408348,0.324894515,0.017534483,NA,NA,NA,NA,0.047619048,0.27753304,0,0.007604932,0.053627264,NA,0.053627264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266666667,0.107254528,0.507640378,0.571182318,0,0,0.014027599,0.052711469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133757191,0.281305257,NA,NA,0.004781494,NA,0.008989297,NA,NA,NA,NA,0.033524279,0,NA,NA,grey60,0.01676214,NA,0.01676214
F_0053,1103:2290:13463__T604__S_0657,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,4996,0,275,0,0,0,0,5271,0,5271,0.003431349,0.063520871,0.333333333,0.065220443,0.103857567,0.36900369,0.055555556,0.026946455,NA,NA,NA,NA,0.182641058,0.182641058,NA,NA,NA,NA,NA,0.5,0.365282115,0.773159016,0.849724558,NA,NA,NA,NA,0,0,0.182969841,0.279520816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031985525,NA,0.004233074,NA,NA,NA,NA,0.006661939,0.035514423,NA,NA,0.108152035,NA,0,NA,NA,NA,NA,red,0.054076018,0.054076018,NA
F_0054,1102:16764:13980__T604__S_0454,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,0,0,-,-,-,-,-,-,Others_Unknown,0,4029,0,1192,0,0,0,0,5221,0,5221,0.001967654,0.016333938,0.312236287,0.014726512,0.026706231,0.324723247,0,0.014458154,NA,NA,NA,NA,0.075230422,0.075230422,NA,NA,NA,NA,NA,0.25,0.148385291,0.567160896,0.701579066,NA,NA,NA,NA,0.043478261,0.002075552,0.096216504,0.182843456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03313754,NA,0.348965832,NA,NA,NA,NA,0.009135627,0.044410572,NA,NA,0.233923722,NA,0.006299074,NA,NA,NA,NA,grey60,0.120111398,0.120111398,NA
F_0055,1104:25451:9669__T604__S_0624,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,6,5150,0,0,0,0,0,0,5156,0,5156,0.004723958,0.029038113,0.345991561,0.025894687,0.047477745,0.398523985,0,0.036361293,NA,NA,NA,NA,0.161455128,0.161455128,NA,0.055555556,0.014720885,0.242026452,0.321786568,0.4375,0.30818937,0.640170331,0.767214303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037561955,0.052280538,NA,NA,NA,NA,NA,NA,0.019616837,0.103742856,NA,0.05127067,0.202795608,NA,NA,NA,NA,NA,NA,red,0.127033139,0.127033139,NA
F_0056,1106:11977:7349__T593__S_1067,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,0,0,4975,0,0,4975,4975,0.003512448,0.072595281,0.333333333,0.025387364,NA,NA,NA,NA,0.136054422,0.290748899,0.2,0.008306596,0.476011931,NA,0.476011931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.476011931,0.773847754,0.855696329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047965022,NA,0.002199175,NA,0.003586682,NA,NA,NA,NA,NA,NA,0.089328725,NA,red,0.089328725,NA,0.089328725
F_0057,1105:5914:9060__T604__S_0130,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,4805,114,0,0,0,4919,4919,0.030679793,0.108892922,0.4092827,0.065201566,NA,NA,NA,NA,0.204081633,0.431718062,0.133333333,0.08699697,0.280011354,NA,0.280011354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733333333,0.429769183,0.934015579,0.890043335,0.210526316,0.130253524,0.291229084,0.41619098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024501915,0.126405659,NA,NA,0.008441131,NA,0.016072299,NA,NA,NA,NA,0.013282245,0.086312912,NA,NA,grey60,0.049797579,NA,0.049797579
F_0058,1101:17486:11403__T593__S_1301,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,0,Ectomycorrhizal,13,Symbiotroph,NULL,NULL,Highly_Probable,Ectomycorrhizal,0,0,4918,0,0,0,0,0,4918,0,4918,0.003675769,0.034482759,0.324894515,0.163222772,0.056379822,0.350553506,0.166666667,0.022393722,NA,NA,NA,NA,0.395177972,0.395177972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.395177972,0.846328888,0.860983694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056442046,NA,NA,NA,NA,NA,0.010151816,0.048275402,NA,NA,NA,0.426029406,NA,NA,NA,NA,NA,red,0.426029406,0.426029406,NA
F_0059,2106:20002:17766__T593__S_0955,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,230,9,4434,147,0,4820,4820,0.069131289,0.157894737,0.46835443,0.05803888,NA,NA,NA,NA,0.295918367,0.550660793,0.333333333,0.174270548,0.213870562,NA,0.213870562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266666667,0.100229111,0.474543141,0.536083185,0.052631579,0.008599521,0.052654017,0.095536767,0.75,0.707291812,0.902458173,0.927100569,0.121212121,0.039361802,0.146774047,0.29021969,NA,NA,NA,NA,0.088426369,0.281645523,0.044706478,0.19852739,0.037200813,NA,0.064252879,NA,NA,NA,NA,0.007665818,0.025487193,0.052348652,0.02382141,grey60,0.027330768,NA,0.027330768
F_0060,1108:4588:8229__T593__S_0122,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,4800,0,0,0,0,0,0,0,4800,0,4800,0.004335945,0.070780399,0.337552743,0.046207056,0.115727003,0.376383764,0.055555556,0.032909145,NA,NA,NA,NA,0.54949004,0.54949004,NA,0.611111111,0.54949004,0.868547817,0.925682457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279681,NA,NA,NA,NA,NA,NA,NA,0.006127293,0.030580024,NA,0.212448062,NA,NA,NA,NA,NA,NA,NA,red,0.212448062,0.212448062,NA
