OTU,OTU.code,kingdom,phylum,class,order,family,genus,species,Guild,Taxon_Level,Trophic_Mode,Growth_Morphology,Trait,Confidence_Ranking,Category.In.This.Study,Nreads.TES,Nreads.TOMA,Nreads.YKS,Nreads.SGD,Nreads.YSD,Nreads.YAKU,Nreads.YONA,Nreads.IRI,Nreads.North,Nreads.South,Nreads.All,betweenness.ALL,degree.ALL,closeness.ALL,eigenvector.centrality.ALL,degree.North,closeness.North,eigenvector.centrality.North,betweenness.North,degree.South,closeness.South,eigenvector.centrality.South,betweenness.South,betweenness.local.mean.ALL,betweenness.local.mean.North,betweenness.local.mean.South,degree.TES,betweenness.TES,eigenvector.centrality.TES,closeness.TES,degree.TOMA,betweenness.TOMA,eigenvector.centrality.TOMA,closeness.TOMA,degree.YKS,betweenness.YKS,eigenvector.centrality.YKS,closeness.YKS,degree.SGD,betweenness.SGD,eigenvector.centrality.SGD,closeness.SGD,degree.YSD,betweenness.YSD,eigenvector.centrality.YSD,closeness.YSD,degree.YAKU,betweenness.YAKU,eigenvector.centrality.YAKU,closeness.YAKU,degree.YONA,betweenness.YONA,eigenvector.centrality.YONA,closeness.YONA,degree.IRI,betweenness.IRI,eigenvector.centrality.IRI,closeness.IRI,dprime.TES,dprime.TOMA,dprime.YKS,dprime.SGD,dprime.YSD,dprime.YAKU,dprime.YONA,dprime.IRI,betweenness.weighted.ALL,betweenness.weighted.North,betweenness.weighted.South,betweenness.weighted.TES,betweenness.weighted.TOMA,betweenness.weighted.YKS,betweenness.weighted.SGD,betweenness.weighted.YSD,betweenness.weighted.YAKU,betweenness.weighted.YONA,betweenness.weighted.IRI,Category.col,betweenness.weighted.local.mean.ALL,betweenness.weighted.local.mean.North,betweenness.weighted.local.mean.South
F_1974,1110:22308:10894__T593__S_0722,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_macrocarpum,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,96,0,0,0,0,96,0,96,2.64E-05,0.001814882,0.210970464,6.37E-05,0.002967359,0.173431734,0,0.000123749,NA,NA,NA,NA,0.000946366,0.000946366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043478261,0.000946366,0.02920623,0.106329076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462992139,NA,NA,NA,NA,0.000141484,0.000360204,NA,NA,NA,NA,0.002693074,NA,NA,NA,NA,blue,0.002693074,0.002693074,NA
F_1975,1101:11732:4535__T604__S_1441,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,95,0,0,0,0,95,95,0,0.001814882,0.270042194,0.002606812,NA,NA,NA,NA,0.003401361,0.185022026,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.134856952,0.19347659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121163918,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_1976,1112:20439:17947__T593__S_1365,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,0,0,-,-,-,-,-,-,Others_Unknown,0,0,95,0,0,0,0,0,95,0,95,0.000211725,0.001814882,0.308016878,0.01008451,0.002967359,0.313653137,0,0.001768046,NA,NA,NA,NA,0.060277145,0.060277145,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.060277145,0.577952612,0.647908795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076972368,NA,NA,NA,NA,NA,0.002833404,0.015783452,NA,NA,NA,0.237624435,NA,NA,NA,NA,NA,grey60,0.237624435,0.237624435,NA
F_1977,1101:17589:25821__T593__S_0090,Fungi,Ascomycota,Sordariomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,57,0,0,38,0,0,0,0,95,0,95,0.010415466,0.019963702,0.337552743,0.010534022,0.03264095,0.380073801,0,0.062766896,NA,NA,NA,NA,0.093460284,0.093460284,NA,0.222222222,0.096472282,0.429704318,0.524480024,NA,NA,NA,NA,NA,NA,NA,NA,0.130434783,0.090448286,0.306206002,0.399885979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112173217,NA,NA,0.174561758,NA,NA,NA,NA,0.030307878,0.127869638,NA,0.055974103,NA,NA,0.295664106,NA,NA,NA,NA,grey60,0.175819105,0.175819105,NA
F_1978,1101:7780:11579__T604__S_1410,Fungi,Ascomycota,Sordariomycetes,Hypocreales,0,0,0,Undefined_Saprotroph,7,Saprotroph,Mold,NULL,Possible,Saprotroph,0,0,0,0,94,0,1,0,0,95,95,0.001964959,0.010889292,0.316455696,0.010105157,NA,NA,NA,NA,0.020408163,0.264317181,0,0.005105533,0.016982581,NA,0.016982581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333,0.033965161,0.355421349,0.408855358,NA,NA,NA,NA,0,0,0.04986488,0.102829451,NA,NA,NA,NA,NA,NA,NA,NA,0.089154996,NA,0.17012674,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,goldenrod1,0,NA,0
F_1979,1101:18998:4898__T604__S_0630,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_bassiana,Animal_Pathogen,13,Pathotroph,NULL,NULL,Probable,Others_Unknown,0,90,3,0,1,0,1,0,93,2,95,0.007353749,0.012704174,0.388185654,0.017061965,0.014836795,0.41697417,0,0.021921529,0.003401361,0.189427313,0,0.000389324,0.019911288,0.039822576,0,NA,NA,NA,NA,0.1875,0.079645151,0.485320182,0.567907953,0,0,0.464896205,0.570692828,NA,NA,NA,NA,0,0,0.054429326,0.08164837,NA,NA,NA,NA,0,0,0.072331279,0.140353505,NA,NA,NA,NA,NA,0.040393554,0,NA,0.204037694,NA,0.125379602,NA,0.063455299,0.061774455,0.002359234,NA,0.07227641,0,NA,0,NA,0,NA,grey60,0.018069103,0.036138205,0
F_1980,2114:14672:13881__T593__S_1113,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,95,0,0,95,95,0,0,0.261603376,0.000716151,NA,NA,NA,NA,0,0.167400881,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.075968997,0.145388475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069013664,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,grey60,0,NA,0
F_1981,1103:12116:17458__T593__S_0157,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,0,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,75,14,6,0,0,0,0,0,95,0,95,0.009438755,0.023593466,0.4092827,0.024911897,0.038575668,0.568265683,0,0.075208116,NA,NA,NA,NA,0.105654139,0.105654139,NA,0.055555556,0.014720885,0.242026452,0.321786568,0.1875,0.120234386,0.527752269,0.691721149,0.25,0.182007147,0.750010933,0.798578564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105214871,0.074605084,0.126009992,NA,NA,NA,NA,NA,0.037360824,0.198514969,NA,0,0,0.483559533,NA,NA,NA,NA,NA,blue,0.161186511,0.161186511,NA
F_1982,2106:23325:16776__T604__S_0086,Fungi,0,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,94,0,0,0,94,94,0.000268321,0.001814882,0.291139241,0.000975121,NA,NA,NA,NA,0.003401361,0.215859031,0,0.000703866,0.018474577,NA,0.018474577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052631579,0.018474577,0.201013189,0.320737337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073810744,NA,NA,0.001617888,NA,0.002836937,NA,NA,NA,NA,NA,0.072158024,NA,NA,grey60,0.072158024,NA,0.072158024
F_1983,1101:13895:5728__T604__S_0764,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,94,0,0,0,0,0,0,94,0,94,3.51E-05,0.005444646,0.261603376,0.001880043,0.008902077,0.21402214,0,0.000288203,NA,NA,NA,NA,0.008320804,0.008320804,NA,NA,NA,NA,NA,0.0625,0.008320804,0.16985896,0.187575516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249804472,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,grey60,0,0,NA
F_1984,2107:16012:22933__T604__S_1423,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,94,0,0,0,0,94,94,0.000107907,0.005444646,0.282700422,0.004797148,NA,NA,NA,NA,0.010204082,0.202643172,0,0.000280769,0.008029687,NA,0.008029687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066666667,0.008029687,0.23453808,0.268913429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15325023,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_1985,1101:21998:17471__T604__S_0119,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Octaviania,Octaviania_nonae,Ectomycorrhizal,13,Symbiotroph,Gasteroid,Hypogeous,Possible,Ectomycorrhizal,0,0,0,0,0,94,0,0,0,94,94,0.000329786,0.001814882,0.291139241,0.000972761,NA,NA,NA,NA,0.003401361,0.220264317,0,0.00084334,0.020306137,NA,0.020306137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052631579,0.020306137,0.202449328,0.333119119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065445902,NA,NA,0.001803428,NA,0.003115148,NA,NA,NA,NA,NA,0.074272022,NA,NA,red,0.074272022,NA,0.074272022
F_1986,1101:2388:11458__T604__S_0925,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,0,94,0,94,94,9.79E-05,0.003629764,0.265822785,0.00026192,NA,NA,NA,NA,0.006802721,0.18061674,0,0.00023348,0.004686355,NA,0.004686355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060606061,0.004686355,0.109657699,0.199162903,NA,NA,NA,NA,NA,NA,NA,0.173940725,0.000535293,NA,0.000867998,NA,NA,NA,NA,NA,NA,NA,0.013776779,grey60,0.013776779,NA,0.013776779
F_1987,1108:13273:16886__T604__S_0296,Fungi,Glomeromycota,Glomeromycetes,0,0,0,0,Arbuscular_Mycorrhizal,3,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,0,0,94,0,0,0,94,94,0.000721275,0.00907441,0.308016878,0.001697761,NA,NA,NA,NA,0.017006803,0.246696035,0,0.001937318,0.049581579,NA,0.049581579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210526316,0.049581579,0.396285695,0.46541677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171472531,NA,NA,0.003909645,NA,0.007074053,NA,NA,NA,NA,NA,0.184307384,NA,NA,blue,0.184307384,NA,0.184307384
F_1988,1109:12876:21596__T593__S_1517,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,0,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,5,20,68,0,0,0,1,0,93,1,94,0.003965733,0.010889292,0.35021097,0.006568057,0.014836795,0.357933579,0,0.019843947,0,0.167400881,0,0,0.020842518,0.027790024,0,0,0,0.083982242,0.110907506,0.125,0.036184494,0.354672083,0.475694167,0.125,0.047185579,0.271045933,0.308311344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.076624089,0.145388475,NA,NA,NA,NA,0.134006918,0.111948472,0.323368178,NA,NA,NA,0.073542039,NA,0.04403375,0.11259582,0,0,0.160037336,0.061430065,NA,NA,NA,0,NA,blue,0.05536685,0.073822467,0
F_1989,1105:8880:7619__T593__S_1183,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,94,0,0,0,0,0,94,0,94,0,0,0.223628692,2.65E-05,0,0.151291513,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00896549,0.060970673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.570555728,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,blue,0,0,NA
F_1990,1102:15397:14587__T604__S_0936,Fungi,0,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,0,93,0,93,93,0.001072325,0.010889292,0.291139241,0.000776321,NA,NA,NA,NA,0.020408163,0.220264317,0,0.002392177,0.047277607,NA,0.047277607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121212121,0.047277607,0.211313102,0.363363348,NA,NA,NA,NA,NA,NA,NA,0.148185749,0.003262974,NA,0.004912486,NA,NA,NA,NA,NA,NA,NA,0.068073361,grey60,0.068073361,NA,0.068073361
F_1991,1108:12550:24132__T604__S_1332,Fungi,0,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,32,0,0,61,0,0,0,32,61,93,0.005100576,0.012704174,0.341772152,0.006988663,0.005934718,0.221402214,0,0.000543222,0.013605442,0.264317181,0,0.003115677,0.056679558,0.015121377,0.098237738,NA,NA,NA,NA,0.125,0.015121377,0.238571891,0.214856885,NA,NA,NA,NA,NA,NA,NA,NA,0.266666667,0.098237738,0.500865465,0.550081607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174044488,NA,NA,0.05651153,NA,NA,NA,0.05099293,0.004038061,0.02194584,NA,0.052558041,NA,NA,0.401243119,NA,NA,NA,grey60,0.22690058,0.052558041,0.401243119
F_1992,1102:18847:19402__T604__S_0547,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,0,Wood_Saprotroph,13,Saprotroph,NULL,Soft_Rot,Highly_Probable,Saprotroph,0,82,0,11,0,0,0,0,93,0,93,0.005502218,0.023593466,0.337552743,0.01677055,0.038575668,0.376383764,0,0.037369106,NA,NA,NA,NA,0.131569585,0.131569585,NA,NA,NA,NA,NA,0.3125,0.240566845,0.693873267,0.815252889,NA,NA,NA,NA,0.086956522,0.022572325,0.255712273,0.353670538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031160687,NA,0.174065352,NA,NA,NA,NA,0.009662626,0.043326035,NA,NA,0.16840346,NA,0.019883716,NA,NA,NA,NA,goldenrod1,0.094143588,0.094143588,NA
F_1993,2105:21896:16906__T593__S_0713,Fungi,Basidiomycota,Agaricomycetes,Agaricales,0,0,0,-,-,-,-,-,-,Others_Unknown,17,0,0,76,0,0,0,0,93,0,93,0.000476204,0.003629764,0.278481013,0.001926056,0.005934718,0.254612546,0,0.003708965,NA,NA,NA,NA,0.006547589,0.006547589,NA,0,0,0.036201809,0.049932092,NA,NA,NA,NA,NA,NA,NA,NA,0.043478261,0.013095177,0.27451152,0.373967407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282657213,NA,NA,0.053397197,NA,NA,NA,NA,0.003885032,0.019852429,NA,0,NA,NA,0.067550908,NA,NA,NA,NA,grey60,0.033775454,0.033775454,NA
F_1994,2111:4895:10378__T593__S_0714,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,0,Ectomycorrhizal-Orchid_Mycorrhizal-Root_Associated_Biotroph,13,Symbiotroph,NULL,NULL,Possible,Ectomycorrhizal,0,0,0,93,0,0,0,0,93,0,93,0,0,0.261603376,0.001123778,0,0.221402214,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.182969841,0.279520816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004233074,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,red,0,0,NA
F_1995,1103:20070:4638__T604__S_0075,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,0,0,93,0,0,0,93,93,5.43E-05,0.005444646,0.278481013,0.002147862,NA,NA,NA,NA,0.010204082,0.198237885,0,0.000143145,0.003509059,NA,0.003509059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052631579,0.003509059,0.179494842,0.243760681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177186191,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,blue,0,NA,0
F_1996,1104:13798:15860__T593__S_1459,Fungi,Ascomycota,Sordariomycetes,Diaporthales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,92,0,0,0,0,0,92,0,92,0,0,0.299578059,0.009449767,0,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
F_1997,1102:10787:11585__T604__S_0598,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,0,0,-,-,-,-,-,-,Others_Unknown,0,32,11,28,21,0,0,0,71,21,92,0.0369139,0.029038113,0.455696203,0.024037061,0.035608309,0.542435424,0,0.112887821,0.010204082,0.220264317,0,0.000872545,0.079892963,0.098502825,0.024063376,NA,NA,NA,NA,0.125,0.06530521,0.306686147,0.467339686,0.125,0.071501981,0.730949741,0.781521875,0.217391304,0.158701283,0.479675206,0.578578028,0.133333333,0.024063376,0.303833501,0.353398473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175401204,0,0.165691409,0.114694636,NA,NA,NA,0.20995893,0.505874045,0.003580427,NA,0.228444054,0.28689432,0.363270748,0.067408569,NA,NA,NA,grey60,0.236504423,0.292869707,0.067408569
F_1998,1101:20839:23509__T593__S_0541,Fungi,Basidiomycota,Agaricomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,38,5,49,0,0,0,43,49,92,0.009480043,0.014519056,0.371308017,0.012944394,0.011869436,0.302583026,0,0.012181297,0.010204082,0.242290749,0,0.001299994,0.022557407,0.015901408,0.035869404,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.019625499,0.275018993,0.305504491,0.043478261,0.012177317,0.248769472,0.348362527,0.133333333,0.035869404,0.390857596,0.458445336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264787816,0.05127617,0.027302107,NA,NA,NA,0.026536378,0.015809706,0.001969461,NA,NA,0,0.060294321,0.033458129,NA,NA,NA,grey60,0.031250817,0.030147161,0.033458129
F_1999,1104:27726:22218__T593__S_1258,Fungi,Basidiomycota,Agaricomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,45,0,47,0,0,0,0,0,92,0,92,0.000219952,0.001814882,0.278481013,0.001306061,0.002967359,0.247232472,0,0.00185436,NA,NA,NA,NA,0,0,NA,0,0,0.128147887,0.202159247,NA,NA,NA,NA,0,0,0.04802074,0.112072349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034195438,NA,0.319346933,NA,NA,NA,NA,NA,0.001875597,0.010523446,NA,0,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
F_2000,1107:15449:28281__T604__S_0581,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,0,Ectomycorrhizal-Orchid_Mycorrhizal-Root_Associated_Biotroph,13,Symbiotroph,NULL,NULL,Possible,Ectomycorrhizal,0,92,0,0,0,0,0,0,92,0,92,0.000375661,0.00907441,0.299578059,0.010830157,0.014836795,0.291512915,0,0.002962791,NA,NA,NA,NA,0.08034568,0.08034568,NA,NA,NA,NA,NA,0.125,0.08034568,0.419100221,0.623514445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054252461,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,red,0,0,NA
F_2001,1106:20290:24872__T604__S_0031,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,0,Arbuscular_Mycorrhizal,13,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,0,0,92,0,0,0,92,92,0.00089677,0.007259528,0.299578059,0.001164482,NA,NA,NA,NA,0.013605442,0.22907489,0,0.002364576,0.06081784,NA,0.06081784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210526316,0.06081784,0.330767241,0.379293406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137707645,NA,NA,0.005310432,NA,0.00967909,NA,NA,NA,NA,NA,0.24600624,NA,NA,blue,0.24600624,NA,0.24600624
F_2002,1102:13932:5930__T604__S_0015,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,0,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,0,0,0,0,0,92,0,0,0,92,92,0.001332774,0.010889292,0.324894515,0.002993793,NA,NA,NA,NA,0.020408163,0.273127753,0,0.00350908,0.09149126,NA,0.09149126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263157895,0.09149126,0.555574684,0.602047288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053283632,NA,NA,0.006129986,NA,0.010945116,NA,NA,NA,NA,NA,0.286702801,NA,NA,blue,0.286702801,NA,0.286702801
F_2003,1105:6086:10508__T604__S_0414,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,91,0,0,0,0,0,0,91,0,91,0.00015312,0.005444646,0.274261603,0.005115699,0.008902077,0.243542435,0,0.001225478,NA,NA,NA,NA,0.039033032,0.039033032,NA,NA,NA,NA,NA,0.125,0.039033032,0.248540943,0.329286638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133208187,NA,NA,NA,NA,NA,NA,0.000161412,0.000900755,NA,NA,0.014528114,NA,NA,NA,NA,NA,NA,grey60,0.014528114,0.014528114,NA
F_2004,1111:25264:13604__T593__S_1021,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,91,0,0,91,91,0.000213132,0.007259528,0.286919831,0.003259252,NA,NA,NA,NA,0.013605442,0.215859031,0,0.000516778,0.029148448,NA,0.029148448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.029148448,0.264579442,0.356211624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118212482,NA,0.001233128,NA,0.002061908,NA,NA,NA,NA,NA,NA,0.05396431,NA,grey60,0.05396431,NA,0.05396431
F_2005,2111:11537:23173__T593__S_1216,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,89,2,0,0,0,0,91,0,91,9.52E-05,0.001814882,0.257383966,0.000694324,0.002967359,0.210332103,0,0.001000784,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.110733673,0.153521656,0,0,0.028305909,0.113380139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284082872,0.283708049,NA,NA,NA,NA,0.00063326,0.004026283,NA,NA,NA,0,0,NA,NA,NA,NA,grey60,0,0,NA
F_2006,1112:19044:2532__T593__S_0890,Fungi,Ascomycota,Dothideomycetes,0,Gloniaceae,Cenococcum,0,Ectomycorrhizal,13,Symbiotroph,NULL,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,0,0,87,4,0,91,91,0.001874096,0.014519056,0.316455696,0.005149914,NA,NA,NA,NA,0.027210884,0.264317181,0.066666667,0.004427962,0.080293584,NA,0.080293584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.160587167,0.453069106,0.562470035,0,0,0.024798302,0.091693043,NA,NA,NA,NA,NA,NA,0.061774839,0.240540089,0.011070845,NA,0.018226047,NA,NA,NA,NA,NA,NA,0.287020548,0,red,0.143510274,NA,0.143510274
F_2007,1101:15096:5951__T593__S_0057,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,89,0,0,0,0,0,0,2,89,2,91,0.00070235,0.003629764,0.286919831,0.00222691,0.002967359,0.254612546,0,0.000975772,0,0.13215859,0,0,0.007207625,0.014415249,0,0.055555556,0.014415249,0.202243572,0.295919146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.016274956,0.058530936,0.066217161,NA,NA,NA,NA,NA,NA,0.36058791,0.003759812,0.005568436,0,0.035016639,NA,NA,NA,NA,NA,NA,0,goldenrod1,0.01750832,0.035016639,0
