plant,plant_fam,poll,poll_order,poll_fam
Nepeta cataria,Labiatae,Argynnis cybele,Lepidoptera,Nymphalidae
Nepeta cataria,Labiatae,Bombias auricomus,Hymenoptera,Bombidae
Nepeta cataria,Labiatae,Bombias separatus,Hymenoptera,Bombidae
Nepeta cataria,Labiatae,Bombus americanorum,Hymenoptera,Bombidae
Nepeta cataria,Labiatae,Bombus consimilis,Hymenoptera,Bombidae
Nepeta cataria,Labiatae,Bombus impatiens,Hymenoptera,Bombidae
Nepeta cataria,Labiatae,Bombus ridingsii,Hymenoptera,Bombidae
Nepeta cataria,Labiatae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Nepeta cataria,Labiatae,Centrias americanus,Hymenoptera,Nomadidae
Nepeta cataria,Labiatae,Ceratina dupla,Hymenoptera,Ceratinidae
Nepeta cataria,Labiatae,Chelostomoides rufimanus,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Chloralictus pilosus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Chloralictus sparsus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Chloralictus versatus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Coelioxys 8-dentata,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Coelioxys sayi,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Cyphopyga montivaga,Hymenoptera,Tachinidae
Nepeta cataria,Labiatae,Elis 5-cincta,Hymenoptera,Scoliidae
Nepeta cataria,Labiatae,Epargyreus tityrus,Lepidoptera,Hesperiidae
Nepeta cataria,Labiatae,Epeolus bifasciatus,Hymenoptera,Epeolidae
Nepeta cataria,Labiatae,Epimelissodes obliqua,Hymenoptera,Euceridae
Nepeta cataria,Labiatae,Eristalis tenax,Diptera,Syrphidae
Nepeta cataria,Labiatae,Eurymus philodice,Lepidoptera,Papilionidae
Nepeta cataria,Labiatae,Halictus lerouxii,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Halictus parallelus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Helophilus latifrons,Diptera,Syrphidae
Nepeta cataria,Labiatae,Leionotus anormis,Hymenoptera,Eumenidae
Nepeta cataria,Labiatae,Leionotus dorsalis,Hymenoptera,Eumenidae
Nepeta cataria,Labiatae,Leionotus foraminatus,Hymenoptera,Eumenidae
Nepeta cataria,Labiatae,Leionotus fulvipes,Hymenoptera,Eumenidae
Nepeta cataria,Labiatae,Linnaemyia compta,Diptera,Tachinidae
Nepeta cataria,Labiatae,Lygaeus turcicus,Hemiptera,Lycaenidae
Nepeta cataria,Labiatae,Megachile brevis,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Megachile generosa,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Megachile mendica,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Megachile petulans,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Melissodes bimaculata,Hymenoptera,Euceridae
Nepeta cataria,Labiatae,Melissodes variabilis,Hymenoptera,Euceridae
Nepeta cataria,Labiatae,Neotrypetes truncatus,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Ocyptera lata,Diptera,Tachinidae
Nepeta cataria,Labiatae,Odontalictus ligatus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Oligotropus oligolege,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Pholisora catullus,Lepidoptera,Hesperiidae
Nepeta cataria,Labiatae,Phyciodes tharos,Lepidoptera,Nymphalidae
Nepeta cataria,Labiatae,Pieris rapae,Lepidoptera,Papilionidae
Nepeta cataria,Labiatae,Pontia protodice,Lepidoptera,Papilionidae
Nepeta cataria,Labiatae,Priononyx atrata,Hymenoptera,Sphecidae
Nepeta cataria,Labiatae,Rhingia nasica,Diptera,Syrphidae
Nepeta cataria,Labiatae,Sayapis pugnata,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Seladonia fasciata,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Sphaerophoria cylindrica,Diptera,Syrphidae
Nepeta cataria,Labiatae,Sphex gracilis,Hymenoptera,Sphecidae
Nepeta cataria,Labiatae,Sphex nigricans,Hymenoptera,Sphecidae
Nepeta cataria,Labiatae,Sphex pictipennis,Hymenoptera,Sphecidae
Nepeta cataria,Labiatae,Sphex procera,Hymenoptera,Sphecidae
Nepeta cataria,Labiatae,Sphex vulgaris,Hymenoptera,Sphecidae
Nepeta cataria,Labiatae,Syritta pipiens,Diptera,Syrphidae
Nepeta cataria,Labiatae,Thanaos juvenalis,Lepidoptera,Hesperiidae
Nepeta cataria,Labiatae,Thanaos martialis,Lepidoptera,Hesperiidae
Nepeta cataria,Labiatae,Triepeolus concavus,Hymenoptera,Epeolidae
Nepeta cataria,Labiatae,Triepeolus concolor,Hymenoptera,Epeolidae
Nepeta cataria,Labiatae,Triepeolus remigatus,Hymenoptera,Epeolidae
Nepeta cataria,Labiatae,Vanessa atalanta,Lepidoptera,Nymphalidae
Nepeta cataria,Labiatae,Vanessa huntera,Lepidoptera,Nymphalidae
Nepeta hederacea,Labiatae,Alcidamea simplex,Hymenoptera,Megachilidae
Nepeta hederacea,Labiatae,Anthemoessa abrupta,Hymenoptera,Anthophoridae
Nepeta hederacea,Labiatae,Apis mellifera,Hymenoptera,Apidiae
Nepeta hederacea,Labiatae,Atrytone zabulon,Lepidoptera,Hesperiidae
Nepeta hederacea,Labiatae,Augochlora viridula,Hymenoptera,Halictidae
Nepeta hederacea,Labiatae,Bombus americanorum,Hymenoptera,Bombidae
Nepeta hederacea,Labiatae,Bombus consimilis,Hymenoptera,Bombidae
Nepeta hederacea,Labiatae,Bombus pennsylvanicus,Hymenoptera,Bombidae
Nepeta hederacea,Labiatae,Bombus ridingsii,Hymenoptera,Bombidae
Nepeta hederacea,Labiatae,Bombylius atriceps,Diptera,Bombyliidae
Nepeta hederacea,Labiatae,Ceratina dupla,Hymenoptera,Ceratinidae
Nepeta hederacea,Labiatae,Eurymus philodice,Lepidoptera,Papilionidae
Nepeta hederacea,Labiatae,Holonomada superba,Hymenoptera,Nomadidae
Nepeta hederacea,Labiatae,Osmia collinsiae,Hymenoptera,Megachilidae
Nepeta hederacea,Labiatae,Osmia pumila,Hymenoptera,Megachilidae
Nepeta hederacea,Labiatae,Oxystoglossa confusa,Hymenoptera,Halictidae
Nepeta hederacea,Labiatae,Pamphila hobomok,Lepidoptera,Hesperiidae
Nepeta hederacea,Labiatae,Pieris rapae,Lepidoptera,Papilionidae
Nepeta hederacea,Labiatae,Plusia simplex,Lepidoptera,Noctuidae
Nepeta hederacea,Labiatae,Polites peckius,Lepidoptera,Hesperiidae
Nepeta hederacea,Labiatae,Rhingia nasica,Diptera,Syrphidae
Nepeta hederacea,Labiatae,Tetralonia dilecta,Hymenoptera,Euceridae
Nothoscordum bivalve,Liliaceae,Andrena nothoscordi,Hymenoptera,Andrenidae
Nothoscordum bivalve,Liliaceae,Andrena oligolege,Hymenoptera,Andrenidae
Nothoscordum bivalve,Liliaceae,Bombylius pulchellus,Diptera,Bombyliidae
Nothoscordum bivalve,Liliaceae,Centrias americanus,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Chloralictus versatus,Hymenoptera,Halictidae
Nothoscordum bivalve,Liliaceae,Eurymus philodice,Lepidoptera,Papilionidae
Nothoscordum bivalve,Liliaceae,Everes comyntas,Lepidoptera,Lycaenidae
Nothoscordum bivalve,Liliaceae,Gnathias cuneatus,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Gnathias ovatus,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Holonomada superba,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Mesogramma marginata,Diptera,Syrphidae
Nothoscordum bivalve,Liliaceae,Nomada cressonii,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Nomada parva,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Nomada sayi,Hymenoptera,Nomadidae
Nothoscordum bivalve,Liliaceae,Osmia atriventris,Hymenoptera,Megachilidae
Nothoscordum bivalve,Liliaceae,Oxystoglossa similis,Hymenoptera,Halictidae
Nothoscordum bivalve,Liliaceae,Pieris rapae,Lepidoptera,Papilionidae
Nothoscordum bivalve,Liliaceae,Plusia simplex,Lepidoptera,Noctuidae
Nothoscordum bivalve,Liliaceae,Sphaerophoria cylindrica,Diptera,Syrphidae
Nothoscordum bivalve,Liliaceae,Xanthidium luteoloides,Hymenoptera,Nomadidae
Nymphaea advena,Nymphaeaceae,Evylaeus nelumbonis,Hymenoptera,Halictidae
Nymphaea advena,Nymphaeaceae,Helophilus divisus,Diptera,Syrphidae
Oenothera biennis,Onagraceae,Agapostemon viridulus,Hymenoptera,Halictidae
Oenothera biennis,Onagraceae,Anthedon compta,Hymenoptera,Euceridae
Oenothera biennis,Onagraceae,Apis mellifera,Hymenoptera,Apidiae
Oenothera biennis,Onagraceae,Bombus americanorum,Hymenoptera,Bombidae
Oenothera biennis,Onagraceae,Deilephila lineata,Lepidoptera,Sphingidae
Oenothera biennis,Onagraceae,Epimelissodes obliqua,Hymenoptera,Euceridae
Oenothera biennis,Onagraceae,Megachile mendica,Hymenoptera,Megachilidae
Oenothera biennis,Onagraceae,Melissodes bimaculata,Hymenoptera,Euceridae
Oenothera biennis,Onagraceae,Paranomia nortonii,Hymenoptera,Nomiidae
Oenothera biennis,Onagraceae,Trochilus colubris,Aves,Trochilidae
Oenothera fruticosa,Onagraceae,Agapostemon viridulus,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Alcidamea simplex,Hymenoptera,Megachilidae
Oenothera fruticosa,Onagraceae,Bombus americanorum,Hymenoptera,Bombidae
Oenothera fruticosa,Onagraceae,Centrinus scutellum album,Coleoptera,Curculionidae
Oenothera fruticosa,Onagraceae,Ceratina dupla,Hymenoptera,Ceratinidae
Oenothera fruticosa,Onagraceae,Chloralictus albipennis,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Chloralictus versatus,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Cistogaster pallasii,Diptera,Tachinidae
Oenothera fruticosa,Onagraceae,Cyphopyga montivaga,Hymenoptera,Megachilidae
Oenothera fruticosa,Onagraceae,Diabrotica 12-punctata,Coleoptera,Chrysomelidae
Oenothera fruticosa,Onagraceae,Eristalis dimidiatus,Diptera,Syrphidae
Oenothera fruticosa,Onagraceae,Eristalis latifrons,Diptera,Syrphidae
Oenothera fruticosa,Onagraceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Halictus lerouxii,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Halictus parallelus,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Laertias philenor,Lepidoptera,Papilionidae
Oenothera fruticosa,Onagraceae,Limochores taumas,Lepidoptera,Hesperiidae
Oenothera fruticosa,Onagraceae,Megachile brevis,Hymenoptera,Megachilidae
Oenothera fruticosa,Onagraceae,Odontalictus ligatus,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Polites peckius,Lepidoptera,Hesperiidae
Oenothera fruticosa,Onagraceae,Pontia protodice,Lepidoptera,Papilionidae
Oenothera fruticosa,Onagraceae,Sayapis pollicaris,Hymenoptera,Megachilidae
Oenothera fruticosa,Onagraceae,Seladonia fasciata,Hymenoptera,Halictidae
Oenothera fruticosa,Onagraceae,Sphaerophoria cylindrica,Diptera,Syrphidae
Oenothera fruticosa,Onagraceae,Syrphus americanus,Diptera,Syrphidae
Oenothera fruticosa,Onagraceae,Tetralonia dilecta,Hymenoptera,Euceridae
Oenothera fruticosa,Onagraceae,Tropidia mamillata,Diptera,Syrphidae
Orchis spectabilis,Onagraceae,Bombias separatus,Hymenoptera,Bombidae
Orchis spectabilis,Onagraceae,Bombus americanorum,Hymenoptera,Bombidae
Orobanche uniflora,Onagraceae,Bombus americanorum,Hymenoptera,Bombidae
Osmorrhiza longistylis,Umbelliferae,Agapostemon radiatus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Agapostemon splendens,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Allograpta obliqua,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Ancistrocerus tigris,Hymenoptera,Eumenidae
Osmorrhiza longistylis,Umbelliferae,Andrena geranii,Hymenoptera,Andrenidae
Osmorrhiza longistylis,Umbelliferae,Andrena sayi,Hymenoptera,Andrenidae
Osmorrhiza longistylis,Umbelliferae,Apis mellifera,Hymenoptera,Apidiae
Osmorrhiza longistylis,Umbelliferae,Augochlora viridula,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Bombus impatiens,Hymenoptera,Bombidae
Osmorrhiza longistylis,Umbelliferae,Bombylius major,Diptera,Bombyliidae
Osmorrhiza longistylis,Umbelliferae,Bruchus minus,Coleoptera,Bruchidae
Osmorrhiza longistylis,Umbelliferae,Ceratosmia lignaria,Hymenoptera,Megachilidae
Osmorrhiza longistylis,Umbelliferae,Chilosia cyanescens,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Chilosia petulca,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Chloralictus caeruleus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Chloralictus obscurus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Chloralictus pilosus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Chloralictus sparsus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Chloralictus versatus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Chyliza apicalis,Diptera,Psilidae
Osmorrhiza longistylis,Umbelliferae,Corphyra terminalis,Coleoptera,Anthicidae
Osmorrhiza longistylis,Umbelliferae,Curtisapis coriacea,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Curtisapis forbesii,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Diceratosmia conjuncta,Hymenoptera,Megachilidae
Osmorrhiza longistylis,Umbelliferae,Empis distans,Diptera,Empididae
Osmorrhiza longistylis,Umbelliferae,Empis humilis,Diptera,Empididae
Osmorrhiza longistylis,Umbelliferae,Empis loripedis,Diptera,Empididae
Osmorrhiza longistylis,Umbelliferae,Eumenes fraternus,Hymenoptera,Eumenidae
Osmorrhiza longistylis,Umbelliferae,Eurymus philodice,Lepidoptera,Papilionidae
Osmorrhiza longistylis,Umbelliferae,Evylaeus 4-maculatus,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Evylaeus pectoralis,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Foenus tarsatorius,Hymenoptera,Evaniidae
Osmorrhiza longistylis,Umbelliferae,Gnathias cuneatus,Hymenoptera,Nomadidae
Osmorrhiza longistylis,Umbelliferae,Gymnosoma fuliginosa,Diptera,Tachinidae
Osmorrhiza longistylis,Umbelliferae,Halictus lerouxii,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Holochrysis hilaris,Hymenoptera,Chrysididae
Osmorrhiza longistylis,Umbelliferae,Hylemyia inornata,Diptera,Anthomyidae
Osmorrhiza longistylis,Umbelliferae,Idiostethus subcalvus,Coleoptera,Curculionidae
Osmorrhiza longistylis,Umbelliferae,Lygus pratensis,Hemiptera,Capsidae
Osmorrhiza longistylis,Umbelliferae,Mesogramma geminata,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Mesogramma marginata,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Mordellistena biplagiata,Coleoptera,Mordellidae
Osmorrhiza longistylis,Umbelliferae,Myopa vesiculosa,Diptera,Conopidae
Osmorrhiza longistylis,Umbelliferae,Nomada parva,Hymenoptera,Nomadidae
Osmorrhiza longistylis,Umbelliferae,Nomada sayi,Hymenoptera,Nomadidae
Osmorrhiza longistylis,Umbelliferae,Oxystoglossa confusa,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Oxystoglossa pura,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Paragus bicolor,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Paragus tibialis,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Peleteria robusta,Diptera,Tachinidae
Osmorrhiza longistylis,Umbelliferae,Phorbia platura,Diptera,Anthomyidae
Osmorrhiza longistylis,Umbelliferae,Pipiza femoralis,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Prosopis illinoensis,Hymenoptera,Prosopididae
Osmorrhiza longistylis,Umbelliferae,Prosopis pygmaea,Hymenoptera,Prosopididae
Osmorrhiza longistylis,Umbelliferae,Prosopis sayi,Hymenoptera,Prosopididae
Osmorrhiza longistylis,Umbelliferae,Prosopis thaspii,Hymenoptera,Prosopididae
Osmorrhiza longistylis,Umbelliferae,Prosopis ziziae,Hymenoptera,Prosopididae
Osmorrhiza longistylis,Umbelliferae,Proteraner ranunculi,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Rhingia nasica,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Seladonia fasciata,Hymenoptera,Halictidae
Osmorrhiza longistylis,Umbelliferae,Siphona geniculata,Diptera,Tachinidae
Osmorrhiza longistylis,Umbelliferae,Siphonella oscinina,Diptera,Oscinidae
Osmorrhiza longistylis,Umbelliferae,Sphaerophoria cylindrica,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Sphegina campanulata,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Sphegina rufiventris,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Syritta pipiens,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Syrphus ribesii,Diptera,Syrphidae
Osmorrhiza longistylis,Umbelliferae,Thanaos martialis,Lepidoptera,Hesperiidae
Osmorrhiza longistylis,Umbelliferae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Oxalis corniculata,Oxalidaceae,Alcidamea simplex,Hymenoptera,Megachilidae
Oxalis corniculata,Oxalidaceae,Apis mellifera,Hymenoptera,Apidiae
Oxalis corniculata,Oxalidaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Oxalis corniculata,Oxalidaceae,Chloralictus albipennis,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Chloralictus pruinosus,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Chloralictus tegularis,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Chloralictus versatus,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Evylaeus foxii,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Mesogramma marginata,Diptera,Syrphidae
Oxalis corniculata,Oxalidaceae,Odontalictus ligatus,Hymenoptera,Halictidae
Oxalis corniculata,Oxalidaceae,Osmia pumila,Hymenoptera,Megachilidae
Oxalis corniculata,Oxalidaceae,Pholisora catullus,Lepidoptera,Hesperiidae
Oxalis corniculata,Oxalidaceae,Phyciodes tharos,Lepidoptera,Nymphalidae
Oxalis corniculata,Oxalidaceae,Pieris rapae,Lepidoptera,Papilionidae
Oxalis corniculata,Oxalidaceae,Pontia protodice,Lepidoptera,Papilionidae
Oxalis corniculata,Oxalidaceae,Seladonia fasciata,Hymenoptera,Halictidae
Oxalis stricta,Oxalidaceae,Bombus americanorum,Hymenoptera,Bombidae
Oxalis stricta,Oxalidaceae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Oxalis stricta,Oxalidaceae,Chloralictus versatus,Hymenoptera,Halictidae
Oxalis stricta,Oxalidaceae,Melissodes bimaculata,Hymenoptera,Euceridae
Oxalis stricta,Oxalidaceae,Mesogramma marginata,Diptera,Syrphidae
Oxalis stricta,Oxalidaceae,Parempis clausa,Diptera,Empididae
Oxalis stricta,Oxalidaceae,Pholisora catullus,Lepidoptera,Hesperiidae
Oxalis stricta,Oxalidaceae,Pholisora hayhurstii,Lepidoptera,Hesperiidae
Oxalis stricta,Oxalidaceae,Pieris rapae,Lepidoptera,Papilionidae
Oxalis stricta,Oxalidaceae,Sparnopolius fulvus,Diptera,Bombyliidae
Oxalis stricta,Oxalidaceae,Syritta pipiens,Diptera,Syrphidae
Oxalis stricta,Oxalidaceae,Thlipsogaster ater,Diptera,Bombyliidae
Oxalis violacea,Onagraceae,Acmaeodera culta,Coleoptera,Buprestidae
Oxalis violacea,Onagraceae,Agapostemon radiatus,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Apis mellifera,Hymenoptera,Apidiae
Oxalis violacea,Onagraceae,Bombias auricomus,Hymenoptera,Bombidae
Oxalis violacea,Onagraceae,Bombus americanorum,Hymenoptera,Bombidae
Oxalis violacea,Onagraceae,Bombylius pulchellus,Diptera,Bombyliidae
Oxalis violacea,Onagraceae,Centrias americanus,Hymenoptera,Nomadidae
Oxalis violacea,Onagraceae,Ceratina dupla,Hymenoptera,Ceratinidae
Oxalis violacea,Onagraceae,Chloralictus albipennis,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Chloralictus pilosus,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Chloralictus versatus,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Curtisapis forbesii,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Eurymus philodice,Lepidoptera,Papilionidae
Oxalis violacea,Onagraceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Halictus lerouxii,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Holonomada superba,Hymenoptera,Nomadidae
Oxalis violacea,Onagraceae,Isomelissa violae,Hymenoptera,Andrenidae
Oxalis violacea,Onagraceae,Monilosmia canadensis,Hymenoptera,Megachilidae
Oxalis violacea,Onagraceae,Nomada cressonii,Hymenoptera,Nomadidae
Oxalis violacea,Onagraceae,Nomada parva,Hymenoptera,Nomadidae
Oxalis violacea,Onagraceae,Odontalictus ligatus,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Opandrena cressonii,Hymenoptera,Andrenidae
Oxalis violacea,Onagraceae,Opandrena personata,Hymenoptera,Andrenidae
Oxalis violacea,Onagraceae,Osmia pumila,Hymenoptera,Megachilidae
Oxalis violacea,Onagraceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Phyciodes tharos,Lepidoptera,Nymphalidae
Oxalis violacea,Onagraceae,Seladonia fasciata,Hymenoptera,Halictidae
Oxalis violacea,Onagraceae,Tetralonia dilecta,Hymenoptera,Euceridae
Oxalis violacea,Onagraceae,Thanaos brizo,Lepidoptera,Hesperiidae
Oxalis violacea,Onagraceae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Oxypolis rigidior,Umbelliferae,Agathis areolata,Hymenoptera,Braconidae
Oxypolis rigidior,Umbelliferae,Agromyza latipes,Diptera,Agromyzidae
Oxypolis rigidior,Umbelliferae,Allograpta obliqua,Diptera,Syrphidae
Oxypolis rigidior,Umbelliferae,Alophora aeneoventris,Diptera,Tachinidae
Oxypolis rigidior,Umbelliferae,Anthomyiella pratincola,Diptera,Anthomyidae
Oxypolis rigidior,Umbelliferae,Apanteles crassicornis,Hymenoptera,Braconidae
Oxypolis rigidior,Umbelliferae,Apis mellifera,Hymenoptera,Apidiae
Oxypolis rigidior,Umbelliferae,Arachnoproctonus ferrugineus,Hymenoptera,Pompilidae
Oxypolis rigidior,Umbelliferae,Aspicera albihirta,Hymenoptera,Figitidae
Oxypolis rigidior,Umbelliferae,Astatus unicolor,Hymenoptera,Larridae
Oxypolis rigidior,Umbelliferae,Basilarchia archippus,Lepidoptera,Nymphalidae
Oxypolis rigidior,Umbelliferae,Belvosia unifasciata,Diptera,Tachinidae
Oxypolis rigidior,Umbelliferae,Bruchophagus funebris,Hymenoptera,Chalcididae
Oxypolis rigidior,Umbelliferae,Bruchus cruentatus,Coleoptera,Bruchidae
Oxypolis rigidior,Umbelliferae,Centrinus picumnus,Coleoptera,Curculionidae
Oxypolis rigidior,Umbelliferae,Ceratosoma fasciata,Hymenoptera,Ichneumonidae
Oxypolis rigidior,Umbelliferae,Cerceris clypeata,Hymenoptera,Philanthidae
Oxypolis rigidior,Umbelliferae,Cerceris compacta,Hymenoptera,Philanthidae
Oxypolis rigidior,Umbelliferae,Chalarus spurius,Diptera,Pipunculidae
Oxypolis rigidior,Umbelliferae,Chalybion caeruleum,Hymenoptera,Sphecidae
Oxypolis rigidior,Umbelliferae,Chauliognathus pennsylvanicus,Coleoptera,Lampyridae
Oxypolis rigidior,Umbelliferae,Chelonus sericeus,Hymenoptera,Braconidae
