plant,plant_fam,poll,poll_order,poll_fam
Cornus paniculata,Cornaceae,Agapostemon viridulus,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Ancistrocerus campestris,Hymenoptera,Eumenidae
Cornus paniculata,Cornaceae,Ancistrocerus unifasciatus,Hymenoptera,Eumenidae
Cornus paniculata,Cornaceae,Andrena carlini,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Andrena corni,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Andrena paniculatae,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Andrena platyparia,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Andrena sayi,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Anthomyiella pluvialis,Diptera,Anthomyidae
Cornus paniculata,Cornaceae,Apis mellifera,Hymenoptera,Apidiae
Cornus paniculata,Cornaceae,Archytas analis,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Archytas aterrima,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Belvosia bifasciata,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Belvosia unifasciata,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Bombias auricomus,Hymenoptera,Bombidae
Cornus paniculata,Cornaceae,Bombus americanorum,Hymenoptera,Bombidae
Cornus paniculata,Cornaceae,Camptoneura picta,Diptera,Ortalidae
Cornus paniculata,Cornaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Cornus paniculata,Cornaceae,Ceropales fulvipes,Hymenoptera,Pompilidae
Cornus paniculata,Cornaceae,Chaetophleps setosa,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Chalybion caeruleum,Hymenoptera,Sphecidae
Cornus paniculata,Cornaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Chloralictus tegularis,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Chloralictus versatus,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Empis distans,Diptera,Empididae
Cornus paniculata,Cornaceae,Empis levicula,Diptera,Empididae
Cornus paniculata,Cornaceae,Eristalis aeneus,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Eristalis dimidiatus,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Eristalis transversus,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Eumenes fraternus,Hymenoptera,Eumenidae
Cornus paniculata,Cornaceae,Euphoria fulgida,Coleoptera,Scarabaeidae
Cornus paniculata,Cornaceae,Euphorocera claripennis,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Exorista confinis,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Frontina frenchii,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Graphomyia americana,Diptera,Muscidae
Cornus paniculata,Cornaceae,Helicobia helicis,Diptera,Sarcophagidae
Cornus paniculata,Cornaceae,Holonomada affabilis,Hymenoptera,Nomadidae
Cornus paniculata,Cornaceae,Holonomada superba,Hymenoptera,Nomadidae
Cornus paniculata,Cornaceae,Iphiclides ajax,Lepidoptera,Papilionidae
Cornus paniculata,Cornaceae,Leionotus foraminatus,Hymenoptera,Eumenidae
Cornus paniculata,Cornaceae,Leionotus ziziae,Hymenoptera,Eumenidae
Cornus paniculata,Cornaceae,Lindenius errans,Hymenoptera,Crabronidae
Cornus paniculata,Cornaceae,Lucilia caesar,Diptera,Muscidae
Cornus paniculata,Cornaceae,Lucilia sericata,Diptera,Muscidae
Cornus paniculata,Cornaceae,Mallota cimbiciformis,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Monobia 4-dens,Hymenoptera,Eumenidae
Cornus paniculata,Cornaceae,Mordella marginata,Coleoptera,Mordellidae
Cornus paniculata,Cornaceae,Morellia micans,Diptera,Muscidae
Cornus paniculata,Cornaceae,Notoglossa americana,Hymenoptera,Oxybelidae
Cornus paniculata,Cornaceae,Oncomyia loraria,Diptera,Conopidae
Cornus paniculata,Cornaceae,Opandrena cressonii,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Orthoneura nitida,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Oxystoglossa similis,Hymenoptera,Halictidae
Cornus paniculata,Cornaceae,Padabrus tomentosus,Coleoptera,Lampyridae
Cornus paniculata,Cornaceae,Paradidyma singularis,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Parempis clausa,Diptera,Empididae
Cornus paniculata,Cornaceae,Pentaria trifasciata,Coleoptera,Mordellidae
Cornus paniculata,Cornaceae,Phorantha purpurascens,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Phorbia acra,Diptera,Anthomyidae
Cornus paniculata,Cornaceae,Pipiza pulchella,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Prosopis crataegi,Hymenoptera,Prosopididae
Cornus paniculata,Cornaceae,Prosopis eulophi,Hymenoptera,Prosopididae
Cornus paniculata,Cornaceae,Prosopis pygmaea,Hymenoptera,Prosopididae
Cornus paniculata,Cornaceae,Prosopis sayi,Hymenoptera,Prosopididae
Cornus paniculata,Cornaceae,Prosopis ziziae,Hymenoptera,Prosopididae
Cornus paniculata,Cornaceae,Sarcophaga bullata,Diptera,Sarcophagidae
Cornus paniculata,Cornaceae,Sceliphron cementarius,Hymenoptera,Sphecidae
Cornus paniculata,Cornaceae,Smicra torvina,Hymenoptera,Chalcididae
Cornus paniculata,Cornaceae,Solenius interruptus,Hymenoptera,Crabronidae
Cornus paniculata,Cornaceae,Spallanzania hesperidarum,Diptera,Tachinidae
Cornus paniculata,Cornaceae,Strangalia famelica,Coleoptera,Cerambycidae
Cornus paniculata,Cornaceae,Syrphus americanus,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Telephorus flavipes,Coleoptera,Lampyridae
Cornus paniculata,Cornaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Cornus paniculata,Cornaceae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Trachandrena forbesii,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Trachandrena hippotes,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Trachandrena rugosa,Hymenoptera,Andrenidae
Cornus paniculata,Cornaceae,Trichius affinis,Coleoptera,Scarabaeidae
Cornus paniculata,Cornaceae,Trichius piger,Coleoptera,Scarabaeidae
Cornus paniculata,Cornaceae,Tropidia mamillata,Diptera,Syrphidae
Cornus paniculata,Cornaceae,Vanessa atalanta,Lepidoptera,Nymphalidae
Crataegus coccinea,Rosaceae,Andrena dunningi,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Andrena erythrogastra,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Andrena sayi,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Anosia plexippus,Lepidoptera,Nymphalidae
Crataegus coccinea,Rosaceae,Apis mellifera,Hymenoptera,Apidiae
Crataegus coccinea,Rosaceae,Asclera puncticollis,Coleoptera,Oedemeridae
Crataegus coccinea,Rosaceae,Bombus americanorum,Hymenoptera,Bombidae
Crataegus coccinea,Rosaceae,Bombus impatiens,Hymenoptera,Bombidae
Crataegus coccinea,Rosaceae,Bombylius major,Diptera,Bombyliidae
Crataegus coccinea,Rosaceae,Bombylius pulchellus,Diptera,Bombyliidae
Crataegus coccinea,Rosaceae,Calliphora erythrocephala,Diptera,Sarcophagidae
Crataegus coccinea,Rosaceae,Centrias americanus,Hymenoptera,Nomadidae
Crataegus coccinea,Rosaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Crataegus coccinea,Rosaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Crataegus coccinea,Rosaceae,Chloralictus versatus,Hymenoptera,Halictidae
Crataegus coccinea,Rosaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Crataegus coccinea,Rosaceae,Coccinella sanguinea,Coleoptera,Coccinellidae
Crataegus coccinea,Rosaceae,Compsomyia macellaria,Diptera,Muscidae
Crataegus coccinea,Rosaceae,Cynomyia cadaverina,Diptera,Sarcophagidae
Crataegus coccinea,Rosaceae,Diabrotica vittata,Coleoptera,Chrysomelidae
Crataegus coccinea,Rosaceae,Empis avida,Diptera,Empididae
Crataegus coccinea,Rosaceae,Eristalis aeneus,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Eristalis dimidiatus,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Euphoria fulgida,Coleoptera,Scarabaeidae
Crataegus coccinea,Rosaceae,Gonia capitata,Diptera,Tachinidae
Crataegus coccinea,Rosaceae,Halictus lerouxii,Hymenoptera,Halictidae
Crataegus coccinea,Rosaceae,Helophilus similis,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Hippodamea 15-maculata,Coleoptera,Coccinellidae
Crataegus coccinea,Rosaceae,Lucilia caesar,Diptera,Muscidae
Crataegus coccinea,Rosaceae,Mallota cimbiciformis,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Mesogramma geminata,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Microchrysa polita,Diptera,Stratiomyidae
Crataegus coccinea,Rosaceae,Molorchus bimaculatus,Coleoptera,Cerambycidae
Crataegus coccinea,Rosaceae,Morellia micans,Diptera,Muscidae
Crataegus coccinea,Rosaceae,Myiolepta strigilata,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Myopa vesiculosa,Diptera,Conopidae
Crataegus coccinea,Rosaceae,Odontalictus ligatus,Hymenoptera,Halictidae
Crataegus coccinea,Rosaceae,Opandrena cressonii,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Opandrena miserabilis,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Opandrena personata,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Phormia regina,Diptera,Muscidae
Crataegus coccinea,Rosaceae,Pipiza nigribarba,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Polistes pallipes,Hymenoptera,Vespidae
Crataegus coccinea,Rosaceae,Polistes variatus,Hymenoptera,Vespidae
Crataegus coccinea,Rosaceae,Pseudopyrellia cornicina,Diptera,Muscidae
Crataegus coccinea,Rosaceae,Psilota buccata,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Rhamphomyia priapulus,Diptera,Empididae
Crataegus coccinea,Rosaceae,Rhamphomyia sordida,Diptera,Empididae
Crataegus coccinea,Rosaceae,Sarcophaga sinuata,Diptera,Sarcophagidae
Crataegus coccinea,Rosaceae,Seladonia fasciata,Hymenoptera,Halictidae
Crataegus coccinea,Rosaceae,Syrphus torvus,Diptera,Syrphidae
Crataegus coccinea,Rosaceae,Tiphia clypeata,Hymenoptera,Tiphiidae
Crataegus coccinea,Rosaceae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Trachandrena crataegi,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Trachandrena hippotes,Hymenoptera,Andrenidae
Crataegus coccinea,Rosaceae,Vanessa huntera,Lepidoptera,Nymphalidae
Crataegus crus-galli,Rosaceae,Acmaeodera culta,Coleoptera,Buprestidae
Crataegus crus-galli,Rosaceae,Ancistrocerus capra,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Ancistrocerus tigris,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Andrena dunningi,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Andrena erythrogastra,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Andrena mandibularis,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Andrena personata,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Anosia plexippus,Lepidoptera,Nymphalidae
Crataegus crus-galli,Rosaceae,Anthemois centuncularis,Hymenoptera,Megachilidae
Crataegus crus-galli,Rosaceae,Apis mellifera,Hymenoptera,Apidiae
Crataegus crus-galli,Rosaceae,Bombias auricomus,Hymenoptera,Bombidae
Crataegus crus-galli,Rosaceae,Bombias separatus,Hymenoptera,Bombidae
Crataegus crus-galli,Rosaceae,Bombus americanorum,Hymenoptera,Bombidae
Crataegus crus-galli,Rosaceae,Bombus impatiens,Hymenoptera,Bombidae
Crataegus crus-galli,Rosaceae,Bombylius major,Diptera,Bombyliidae
Crataegus crus-galli,Rosaceae,Camptoneura picta,Diptera,Ortalidae
Crataegus crus-galli,Rosaceae,Cemonus inornatus,Hymenoptera,Pemphredonidae
Crataegus crus-galli,Rosaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Crataegus crus-galli,Rosaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Chloralictus tegularis,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Chloralictus versatus,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Colletes inaequalis,Hymenoptera,Colletidae
Crataegus crus-galli,Rosaceae,Cyaniris pseudargiolus,Lepidoptera,Lycaenidae
Crataegus crus-galli,Rosaceae,Cynomyia cadaverina,Diptera,Sarcophagidae
Crataegus crus-galli,Rosaceae,Didea fasciata,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Empis distans,Diptera,Empididae
Crataegus crus-galli,Rosaceae,Enoplium 4-punctatum,Coleoptera,Cleridae
Crataegus crus-galli,Rosaceae,Eristalis dimidiatus,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Eristalis latifrons,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Eristalis transversus,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Eumenes fraternus,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Euphoria fulgida,Coleoptera,Scarabaeidae
Crataegus crus-galli,Rosaceae,Evylaeus foxii,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Helicobia 4-setosa,Diptera,Sarcophagidae
Crataegus crus-galli,Rosaceae,Helophilus similis,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Laertias philenor,Lepidoptera,Papilionidae
Crataegus crus-galli,Rosaceae,Leionotus anormis,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Leionotus foraminatus,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Mallota cimbiciformis,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Mesogramma geminata,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Molorchus bimaculatus,Coleoptera,Cerambycidae
Crataegus crus-galli,Rosaceae,Morellia micans,Diptera,Muscidae
Crataegus crus-galli,Rosaceae,Orthoneura nitida,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Oxystoglossa similis,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Parandrena andrenoides,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Phorbia acra,Diptera,Anthomyidae
Crataegus crus-galli,Rosaceae,Phorbia platura,Diptera,Anthomyidae
Crataegus crus-galli,Rosaceae,Phormia terraenovae,Diptera,Muscidae
Crataegus crus-galli,Rosaceae,Phormia regina,Diptera,Muscidae
Crataegus crus-galli,Rosaceae,Polistes pallipes,Hymenoptera,Vespidae
Crataegus crus-galli,Rosaceae,Prochelostoma philadelphi,Hymenoptera,Megachilidae
Crataegus crus-galli,Rosaceae,Prosopis crataegi,Hymenoptera,Prosopididae
Crataegus crus-galli,Rosaceae,Prosopis illinoensis,Hymenoptera,Prosopididae
Crataegus crus-galli,Rosaceae,Prosopis pygmaea,Hymenoptera,Prosopididae
Crataegus crus-galli,Rosaceae,Prosopis saniculae,Hymenoptera,Prosopididae
Crataegus crus-galli,Rosaceae,Prosopis ziziae,Hymenoptera,Prosopididae
Crataegus crus-galli,Rosaceae,Rhamphomyia mutabilis,Diptera,Empididae
Crataegus crus-galli,Rosaceae,Rhopalum scutellatum,Hymenoptera,Crabronidae
Crataegus crus-galli,Rosaceae,Seladonia fasciata,Hymenoptera,Halictidae
Crataegus crus-galli,Rosaceae,Stratiomyia quaternaria,Diptera,Stratiomyidae
Crataegus crus-galli,Rosaceae,Symmorphus debilis,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Symmorphus walshianus,Hymenoptera,Eumenidae
Crataegus crus-galli,Rosaceae,Syritta pipiens,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Crataegus crus-galli,Rosaceae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Trachandrena crataegi,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Trachandrena forbesii,Hymenoptera,Andrenidae
Crataegus crus-galli,Rosaceae,Volucella vesiculosa,Diptera,Syrphidae
Crataegus crus-galli,Rosaceae,Xanthogramma emarginata,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Alophora grandis,Diptera,Tachinidae
Crataegus mollis,Rosaceae,Ancistrocerus tigris,Hymenoptera,Eumenidae
Crataegus mollis,Rosaceae,Andrena dunningi,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Andrena mandibularis,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Andrena nasonii,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Andrena pruni,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Andrena sayi,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Apis mellifera,Hymenoptera,Apidiae
Crataegus mollis,Rosaceae,Asclera puncticollis,Coleoptera,Oedemeridae
Crataegus mollis,Rosaceae,Augochlora viridula,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Bombus americanorum,Hymenoptera,Bombidae
Crataegus mollis,Rosaceae,Bombylius major,Diptera,Bombyliidae
Crataegus mollis,Rosaceae,Brachypalpus frontosus,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Calliphora erythrocephala,Diptera,Sarcophagidae
Crataegus mollis,Rosaceae,Calliphora vomitoria,Diptera,Sarcophagidae
Crataegus mollis,Rosaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Crataegus mollis,Rosaceae,Chilosia punctulata,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Chloralictus cressonii,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Chloralictus versatus,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Chrysogaster ontario,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Colletes inaequalis,Hymenoptera,Colletidae
Crataegus mollis,Rosaceae,Criorhina umbratilis,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Cynomyia cadaverina,Diptera,Sarcophagidae
Crataegus mollis,Rosaceae,Diabrotica vittata,Coleoptera,Chrysomelidae
Crataegus mollis,Rosaceae,Disonycha limbicollis,Coleoptera,Chrysomelidae
Crataegus mollis,Rosaceae,Empis avida,Diptera,Empididae
Crataegus mollis,Rosaceae,Empis humilis,Diptera,Empididae
Crataegus mollis,Rosaceae,Empis nuda,Diptera,Empididae
Crataegus mollis,Rosaceae,Empis otiosa,Diptera,Empididae
Crataegus mollis,Rosaceae,Enoplium 4-punctatum,Coleoptera,Cleridae
Crataegus mollis,Rosaceae,Eristalis dimidiatus,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Euphoria fulgida,Coleoptera,Scarabaeidae
Crataegus mollis,Rosaceae,Evylaeus arcuatus,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Evylaeus foxii,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Evylaeus pectoralis,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Halictus lerouxii,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Helophilus similis,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Molorchus bimaculatus,Coleoptera,Cerambycidae
Crataegus mollis,Rosaceae,Morellia micans,Diptera,Muscidae
Crataegus mollis,Rosaceae,Myiolepta strigilata,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Myopa vesiculosa,Diptera,Conopidae
Crataegus mollis,Rosaceae,Opandrena cressonii,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Opandrena miserabilis,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Orthoneura pictipennis,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Phorbia platura,Diptera,Anthomyidae
Crataegus mollis,Rosaceae,Phormia regina,Diptera,Muscidae
Crataegus mollis,Rosaceae,Pipiza nigribarba,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Polistes pallipes,Hymenoptera,Vespidae
Crataegus mollis,Rosaceae,Polistes variatus,Hymenoptera,Vespidae
Crataegus mollis,Rosaceae,Polygonia interrogationis,Lepidoptera,Nymphalidae
Crataegus mollis,Rosaceae,Pseudopyrellia cornicina,Diptera,Muscidae
Crataegus mollis,Rosaceae,Psilota buccata,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Rhamphomyia piligeronis,Diptera,Empididae
Crataegus mollis,Rosaceae,Rhamphomyia priapulus,Diptera,Empididae
Crataegus mollis,Rosaceae,Rhamphomyia sordida,Diptera,Empididae
Crataegus mollis,Rosaceae,Rhamphomyia tersa,Diptera,Empididae
Crataegus mollis,Rosaceae,Seladonia fasciata,Hymenoptera,Halictidae
Crataegus mollis,Rosaceae,Syrphus americanus,Diptera,Syrphidae
Crataegus mollis,Rosaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Crataegus mollis,Rosaceae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Trachandrena crataegi,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Trachandrena forbesii,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Trachandrena hippotes,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Trachandrena nuda,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Trachandrena rugosa,Hymenoptera,Andrenidae
Crataegus mollis,Rosaceae,Vespula germanica,Hymenoptera,Vespidae
Crataegus mollis,Rosaceae,Xylota fraudulosa,Diptera,Syrphidae
Crotalaria sagittalis,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Crotalaria sagittalis,Leguminosae,Coelioxys 8-dentata,Hymenoptera,Megachilidae
Crotalaria sagittalis,Leguminosae,Coelioxys sayi,Hymenoptera,Megachilidae
Crotalaria sagittalis,Leguminosae,Everes comyntas,Lepidoptera,Lycaenidae
Crotalaria sagittalis,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Crotalaria sagittalis,Leguminosae,Megachile generosa,Hymenoptera,Megachilidae
Crotalaria sagittalis,Leguminosae,Pieris rapae,Lepidoptera,Papilionidae
Crotalaria sagittalis,Leguminosae,Sarogaster georgica,Hymenoptera,Megachilidae
Cryptotaenia canadensis,Umbelliferae,Agapostemon radiatus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Allograpta obliqua,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Anacrabro ocellatus,Hymenoptera,Crabronidae
Cryptotaenia canadensis,Umbelliferae,Ancistrocerus tigris,Hymenoptera,Eumenidae
Cryptotaenia canadensis,Umbelliferae,Andrena platyparia,Hymenoptera,Andrenidae
Cryptotaenia canadensis,Umbelliferae,Anthocomus erichsoni,Coleoptera,Malachidae
Cryptotaenia canadensis,Umbelliferae,Anthrax sinuosa,Diptera,Bombyliidae
Cryptotaenia canadensis,Umbelliferae,Apion nigrum,Coleoptera,Curculionidae
Cryptotaenia canadensis,Umbelliferae,Bruchus bivulneratus,Coleoptera,Bruchidae
Cryptotaenia canadensis,Umbelliferae,Bruchus exiguus,Coleoptera,Bruchidae
Cryptotaenia canadensis,Umbelliferae,Bruchus minus,Coleoptera,Bruchidae
Cryptotaenia canadensis,Umbelliferae,Bruchus musculus,Coleoptera,Bruchidae
Cryptotaenia canadensis,Umbelliferae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Cryptotaenia canadensis,Umbelliferae,Centrinus picumnus,Coleoptera,Curculionidae
Cryptotaenia canadensis,Umbelliferae,Ceratina dupla,Hymenoptera,Ceratinidae
Cryptotaenia canadensis,Umbelliferae,Cerceris astarte,Hymenoptera,Philanthidae
Cryptotaenia canadensis,Umbelliferae,Cerceris clypeata,Hymenoptera,Philanthidae
Cryptotaenia canadensis,Umbelliferae,Ceropales fraterna,Hymenoptera,Pompilidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus caeruleus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus cressonii,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus illinoensis,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus pilosus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus sparsus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus versatus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chloralictus zephyrus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Chlorops proxima,Diptera,Oscinidae
Cryptotaenia canadensis,Umbelliferae,Cistogaster occidua,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Cistogaster pallasii,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Clytochrysus obscurus,Hymenoptera,Crabronidae
Cryptotaenia canadensis,Umbelliferae,Colletes eulophi,Hymenoptera,Colletidae
Cryptotaenia canadensis,Umbelliferae,Cordylura munda,Diptera,Scatophagidae
Cryptotaenia canadensis,Umbelliferae,Corimelaena lateralis,Hemiptera,Corimelaenidae
Cryptotaenia canadensis,Umbelliferae,Cryptorhopalum triste,Coleoptera,Dermestidae
Cryptotaenia canadensis,Umbelliferae,Diabrotica 12-punctata,Coleoptera,Chrysomelidae
Cryptotaenia canadensis,Umbelliferae,Drosophila varia,Diptera,Drosophilidae
Cryptotaenia canadensis,Umbelliferae,Elachiptera flavida,Diptera,Oscinidae
Cryptotaenia canadensis,Umbelliferae,Empis loripedis,Diptera,Empididae
Cryptotaenia canadensis,Umbelliferae,Eristalis transversus,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Euderces picipes,Coleoptera,Cerambycidae
Cryptotaenia canadensis,Umbelliferae,Eugnamptus angustatus,Coleoptera,Rhynchitidae
Cryptotaenia canadensis,Umbelliferae,Evylaeus foxii,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Evylaeus pectinatus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Evylaeus pectoralis,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Evylaeus truncatus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Foenus incertus,Hymenoptera,Evaniidae
Cryptotaenia canadensis,Umbelliferae,Foenus tarsatorius,Hymenoptera,Evaniidae
Cryptotaenia canadensis,Umbelliferae,Geron calvus,Diptera,Bombyliidae
